ISBN 13,Title of the Book,Author/s,Book type,Original Price (RRP)($),Discounted price($),ISBN-10,Published Date,Publisher,No. of Pages
9781407096186,book not found,,,,,,,,
9780755353453,The Gladiator (Eagles of the Empire 9),Simon Scarrow,ePUB,12.99,,755353455,6th August 2009,Headline,320
9781407070544,Friends In High Places,Donna Leon,ePUB,15.99,,1407070541,2010-04-13,Random House,336
9781407071879,book not found,,,,,,,,
9781407086071,The Leopard,Jo Nesbo,ePUB,15.99,,1407086073,2011-01-20,Random House,752
9780141342610,Magnus Chase and the Ship of the Dead (Book 3),Rick Riordan,ePUB,9.99,,141342617,2017-10-03,Penguin Random House Children's UK,528
9780553897050,book not found,,,,,,,,
9780141952123,book not found,,,,,,,,
9780241983133,Grand Union,Zadie Smith,ePUB,15.99,,241983134,2019-10-03,Penguin Books Ltd,304
9781405936019,The Whisper Man,Alex North,ePUB,15.99,,1405936010,2019-06-13,Penguin Books Ltd,400
9780755387199,book not found,,,,,,,,
9780349419220,Someone to Trust,Mary Balogh,Paperback,22.99,22.4,349419221,2018-11-27,Little Brown,400
9780141919959,book not found,,,,,,,,
9780316252997,book not found,,,,,,,,
9780141930183,Blink,Malcolm Gladwell,ePUB,15.99,,141930187,2006-02-23,Penguin Books Ltd,304
9780297855897,book not found,,,,,,,,
9780553903102,The Orphan's Tales,Catherynne Valente,ePUB,10.27,9.99,553903101,2006-10-31,Random House Worlds,
9780544084780,book not found,,,,,,,,
9780241983409,book not found,,,,,,,,
9781529003314,book not found,,,,,,,,
9781409003175,Best ever recipes,Slimming World,ePUB,21.99,,1409003175,2014-04-30,Ebury Publishing,208
9780241966068,The Separation,Dinah Jefferies,ePUB,15.99,,024196606X,2014-05-22,Penguin Books Ltd,320
9780857863430,book not found,,,,,,,,
9780998151649,Cage of Deceit,Jennifer Anne Davis,ePUB,7.32,,998151645,2019-06-19,Reign Publishing,
9780748109272,book not found,,,,,,,,
9780670920501,book not found,,,,,,,,
9780755118397,Corridors Of Power,C.P. Snow,PDF,,,755118391,16th January 2010,,368
9780230752368,book not found,,,,,,,,
9780241965610,How to be Both,Ali Smith,ePUB,15.99,,241965616,28th August 2014,Penguin Books Ltd,320
9780748109951,book not found,,,,,,,,
9780575097476,book not found,,,,,,,,
9780544147775,book not found,,,,,,,,
9780297864004,book not found,,,,,,,,
9780330461931,book not found,,,,,,,,
9780575104426,book not found,,,,,,,,
9780241986554,Agent Running in the Field,John le Carré,ePUB,15.99,,241986559,2019-10-17,Penguin Books Ltd,272
9780241984642,book not found,,,,,,,,
9781785760457,Exile,James Swallow,Paperback,27.99,27.75,1785760459,2018-04-24,Bonnier,576
9781400888023,book not found,,,,,,,,
9780241399378,book not found,,,,,,,,
9781306863421,book not found,,,,,,,,
9780141907178,Scoop,Evelyn Waugh,ePUB,15.99,,141907177,2012-05-31,Penguin Books Ltd,240
9781405930819,The Darkness,Ragnar Jónasson,ePUB,15.99,,1405930810,2018-03-15,Penguin Books Ltd,400
9781405913157,book not found,,,,,,,,
9780761178668,"How to Care for Aging Parents, 3rd Edition",Virginia Morris,ePUB,23.99,,076117866X,2014-02-11,Workman Publishing Company,688
9780857208750,The Last Man,Vince Flynn,ePUB,14.99,,857208756,2012-11-13,Simon & Schuster UK,448
9780141912554,The Moon is Down,Donald Coers,ePUB,15.99,,141912553,2000-11-30,Penguin Books Ltd,144
9780316187169,book not found,,,,,,,,
9781407020952,book not found,,,,,,,,
9780307796103,book not found,,,,,,,,
9780785171454,book not found,,,,,,,,
9780755307500,Small Island,Andrea Levy,Paperback,32.5,,075530750X,2010-01-01,Headline,560
9781407034935,Soul Music,Terry Pratchett,ePUB,14.99,,1407034936,2009-05-27,Transworld,432
9780755349272,book not found,,,,,,,,
9780230772021,book not found,,,,,,,,
9781101201794,book not found,,,,,,,,
9780241973288,The Good Liar,Nicholas Searle,ePUB,15.99,,241973287,31st December 2015,Penguin Books Ltd,288
9781405934671,book not found,,,,,,,,
9780748110087,Use of Weapons,Iain M. Banks,ePUB,12.99,,748110089,2008-09-04,"Little, Brown Book Group",432
9780141930176,book not found,,,,,,,,
9781401937522,book not found,,,,,,,,
9780141946030,book not found,,,,,,,,
9780553898415,Common Sense,Thomas Paine,ePUB,3.99,,553898418,2004-02-03,Random House Publishing Group,
9781301211227,Taunting Destiny,Amelia Hutchins,ePUB,6.99,,1301211222,2015-07-30,Amelia Hutchins,
9780141913995,book not found,,,,,,,,
9780748129232,Fingersmith,Sarah Waters,ePUB,11.99,,748129235,2011-02-03,"Little, Brown Book Group",560
9780141917986,Ways of Seeing,John Berger,ePUB,14.99,,141917989,2008-09-25,Penguin Books Ltd,176
9780748127726,book not found,,,,,,,,
9780297857884,Revolution 1989,Victor Sebestyen,ePUB,19.99,,297857886,2009-07-30,Orion,576
9780316252966,book not found,,,,,,,,
9780857346568,Storytime for 2 Year Olds,,,,,,,,
9781455550791,book not found,,,,,,,,
9780989929158,book not found,,,,,,,,
9781473501539,The Blissful Baby Expert,Lisa Clegg,ePUB,19.99,,1473501539,2014-02-06,Ebury Publishing,368
9781101625545,A Fall of Marigolds,Susan Meissner,ePUB,23.99,19.9917%OFF,1101625546,2014-02-04,Penguin Publishing Group,304
9781405925679,Down to the Woods,M. J. Arlidge,ePUB,15.99,,1405925671,2018-09-20,Penguin Books Ltd,368
9781281372048,book not found,,,,,,,,
9781407071565,book not found,,,,,,,,
9780241392102,"Love, Iris",Elizabeth Noble,ePUB,15.99,,241392101,2018-12-27,Penguin Books Ltd,480
9780755128082,book not found,,,,,,,,
9781405919319,Tom Clancy's Support and Defend,Mark Greaney,ePUB,15.99,,1405919310,2014-07-22,Penguin Books Ltd,416
9780230741140,book not found,,,,,,,,
9780141975597,Feral,George Monbiot,ePUB,15.99,,141975598,2013-05-30,Penguin Books Ltd,256
9780751540031,book not found,,,,,,,,
9780241984581,The Killing Type,Jane Corry,ePUB,0,,241984580,2018-05-17,Penguin Books Ltd,40
9780755378500,If You Were Me,Sheila O'Flanagan,ePUB,11.99,,755378504,2014-07-03,Headline,464
9780748124619,Pretty Little Liars,Sara Shepard,ePUB,11.99,,748124616,2010-11-04,"Little, Brown Book Group",256
9780753553947,book not found,,,,,,,,
9781101984796,book not found,,,,,,,,
9780807014288,book not found,,,,,,,,
9780307744920,The Fifth Queen,Ford Madox Ford,ePUB,17.14,13.9918%OFF,307744922,2011-10-04,Knopf Doubleday Publishing Group,
9780575095854,book not found,,,,,,,,
9780141915067,One Flew Over the Cuckoo's Nest,Ken Kesey,ePUB,15.99,,141915064,23rd August 2011,Penguin Books Ltd,320
9780007283033,book not found,,,,,,,,
9781407020358,Love,Toni Morrison,ePUB,15.99,,1407020358,2008-12-26,Random House,208
9780486113036,book not found,,,,,,,,
9781405529518,The Goldfinch,Donna Tartt,ePUB,12.99,,1405529512,2013-10-22,"Little, Brown Book Group",784
9781401395421,Home,Julie Andrews,ePUB,21.99,,1401395422,2008-04-01,Hachette Books,352
9780283070891,book not found,,,,,,,,
9780748109685,Trace,Patricia Cornwell,ePUB,11.99,,748109684,2008-09-04,"Little, Brown Book Group",496
9780241308363,book not found,,,,,,,,
9780571298716,book not found,,,,,,,,
9780134190563,book not found,,,,,,,,
9780648046219,The Brothers of Brigadier Station,Sarah Williams,ePUB,0.99,,648046214,9th August 2017,Serenade Publishing,234
9780553904567,book not found,,,,,,,,
9781119404514,The Little Book of Common Sense Investing,John C. Bogle,ePUB,29.99,,1119404517,2017-09-22,Wiley,304
9780141369778,book not found,,,,,,,,
9780141924601,Father Unknown,Lesley Pearse,ePUB,15.99,,141924608,2006-07-06,Penguin Books Ltd,416
9780571341191,book not found,,,,,,,,
9780141967318,Tempting Fate,Jane Green,ePUB,15.99,,141967315,2013-09-12,Penguin Books Ltd,400
9780230741928,book not found,,,,,,,,
9780241983881,book not found,,,,,,,,
9780358018971,Seeing Around Corners,Rita McGrath,ePUB,26.99,,358018978,2019-09-03,HarperCollins,
9780571356515,Find Me,André Aciman,ePUB,16.49,14.99,571356516,2019-10-29,Faber & Faber,256
9780141924403,Percy Jackson and the Lightning Thief (Book 1),Rick Riordan,ePUB,12.99,,141924403,2008-05-01,Penguin Random House Children's UK,384
9780141344751,The Demigod Diaries,Rick Riordan,ePUB,14.99,,014134475X,2012-09-06,Penguin Random House Children's UK,256
9781302453640,Star Wars Omnibus Knights of the Old Republic Vol. 1,John Jackson Miller,ePUB,29.33,23.9918%OFF,1302453645,2015-03-25,Marvel Entertainment,
9780994105455,book not found,,,,,,,,
9780748125784,The Retribution,Val McDermid,ePUB,11.99,,748125787,2011-09-01,"Little, Brown Book Group",544
9780356500287,book not found,,,,,,,,
9780241983027,book not found,,,,,,,,
9781405913195,book not found,,,,,,,,
9780141930459,Hornblower and the Hotspur,C.S. Forester,ePUB,15.99,,141930454,2006-10-05,Penguin Books Ltd,304
9781405932677,The Pioppi Diet,Dr Aseem Malhotra,ePUB,14.99,,1405932678,2017-06-29,Penguin Books Ltd,288
9780748112531,Eclipse,Stephenie Meyer,ePUB,11.99,,748112537,2009-02-26,"Little, Brown Book Group",672
9780241295434,book not found,,,,,,,,
9781407035208,The Fifth Elephant,Terry Pratchett,ePUB,15.99,,1407035207,2008-09-04,Transworld,464
9781302013677,Guardians Of The Galaxy Vol. 1,Brian Michael Bendis,ePUB,16.12,12.9919%OFF,130201367X,2019-03-06,Marvel Entertainment,
9781405911351,book not found,,,,,,,,
9780718158293,book not found,,,,,,,,
9781405530668,book not found,,,,,,,,
9780748109357,book not found,,,,,,,,
9780753541593,The Bracelet,Fredrica Alleyn,Paperback,32.99,30.95,753541599,2013-04-15,RANDOM HOUSE UK,320
9781407060736,book not found,,,,,,,,
9781405525954,Tower Lord,Anthony Ryan,ePUB,12.99,,1405525959,2014-07-03,"Little, Brown Book Group",624
9780857667809,book not found,,,,,,,,
9780575089372,Dead Until Dark : A True Blood Novel,Charlaine Harris,ePUB,11.99,,575089377,2010-02-25,Orion,352
9781407035024,book not found,,,,,,,,
9780071771320,book not found,,,,,,,,
9780748109524,Scaredy Cat,Mark Billingham,ePUB,11.99,,748109528,2008-09-04,"Little, Brown Book Group",480
9780241324752,Margaret Thatcher,Charles Moore,ePUB,19.99,,241324750,2019-10-03,Penguin Books Ltd,880
9780385539265,book not found,,,,,,,,
9780751544831,Black Notice,Patricia Cornwell,Paperback,22.99,22.4,751544833,2010-11-01,Little Brown,464
9780156033121,book not found,,,,,,,,
9781405918770,The Break,Marian Keyes,ePUB,15.99,,1405918772,2017-09-07,Penguin Books Ltd,400
9781101606605,book not found,,,,,,,,
9780425285947,Dark Age,Pierce Brown,Hardcover,53.4,,425285944,2019-07-30,Del Rey Books,800
9780241967454,book not found,,,,,,,,
9780230763098,book not found,,,,,,,,
9780241978870,Three Daughters of Eve,Elif Shafak,ePUB,15.99,,241978874,2017-02-02,Penguin Books Ltd,368
9780719811135,book not found,,,,,,,,
9780671036904,book not found,,,,,,,,
9780062358486,book not found,,,,,,,,
9780857382184,The Chessmen,Peter May,ePUB,12.99,,857382187,2012-11-19,Quercus,400
9780241975909,book not found,,,,,,,,
9780141958309,book not found,,,,,,,,
9780141393964,book not found,,,,,,,,
9780670922864,book not found,,,,,,,,
9780553897050,book not found,,,,,,,,
9781250142658,Dottir,Katrin Davidsdottir,ePUB,19.51,15.9918%OFF,1250142652,6th August 2019,St. Martin's Publishing Group,
9780141903026,book not found,,,,,,,,
9781405917315,The David Raker Collection Books 1-3,Tim Weaver,ePUB,19.99,,1405917318,2013-09-26,Penguin Books Ltd,1142
9780307422989,book not found,,,,,,,,
9780748116072,book not found,,,,,,,,
9781409064916,book not found,,,,,,,,
9780241982525,book not found,,,,,,,,
9781407008394,Triptych,Karin Slaughter,ePUB,15.99,,1407008390,2008-09-04,Random House,528
9780748120482,book not found,,,,,,,,
9780141388670,The Hazel Wood,Melissa Albert,ePUB,12.99,,141388676,2018-02-08,Penguin Random House Children's UK,400
9780241984338,First Light,Geoffrey Wellum,ePUB,15.99,,241984335,2018-05-17,Penguin Books Ltd,352
9780753550304,Zero to One,Blake Masters,ePUB,18.99,,075355030X,2014-09-18,Ebury Publishing,224
9780957519305,Touching the Void,Joe Simpson,ePUB,9.48,,957519303,2013-01-03,DirectAuthors.com Ltd.,
9780718179571,The Woman Who Stole My Life,Marian Keyes,ePUB,15.99,,718179579,2014-11-06,Penguin Books Ltd,500
9781405939645,The Other People,C. J. Tudor,ePUB,15.99,,1405939648,2020-01-23,Penguin Books Ltd,400
9780748122349,book not found,,,,,,,,
9780241351659,12 Rules for Life,Jordan B. Peterson,ePUB,15.99,,241351650,2018-01-16,Penguin Books Ltd,448
9781405913638,The Revenge of Seven,Pittacus Lore,ePUB,15.99,,1405913630,26th August 2014,Penguin Books Ltd,400
9780718196127,The Growing Pains of Adrian Mole,Sue Townsend,ePUB,15.99,,718196120,2012-01-19,Penguin Books Ltd,352
9780463228456,Fast Lane,Kristen Ashley,ePUB,7.36,,463228456,2019-10-15,Kristen Ashley,
9781101077221,Nancy Drew 21,Carolyn Keene,ePUB,14.66,11.9918%OFF,1101077220,2000-01-01,Penguin Young Readers Group,192
9781101612323,The Anatomist's Wife,Anna Lee Huber,ePUB,17.14,13.9918%OFF,1101612320,2012-11-06,Penguin Publishing Group,368
9780857202918,Miracle on Regent Street,Ali Harris,ePUB,13.99,,085720291X,2011-10-13,Simon & Schuster UK,496
9780316210829,book not found,,,,,,,,
9781311117090,Mageborn,Michael G. Manning,ePUB,9,,1311117091,2015-05-14,Michael G. Manning,
9780463765791,book not found,,,,,,,,
9780544145979,book not found,,,,,,,,
9780141902807,book not found,,,,,,,,
9780307808028,She,H. Rider Haggard,ePUB,6.99,,307808025,2011-11-30,Random House Publishing Group,
9780751566925,book not found,,,,,,,,
9780141974675,Mary Barton,Elizabeth Gaskell,ePUB,10.99,,141974672,30th August 2012,Penguin Books Ltd,512
9780547728469,book not found,,,,,,,,
9781538715499,book not found,,,,,,,,
9780241985854,The School of Life,Alain de Botton,ePUB,16.99,,241985854,2019-09-05,Penguin Books Ltd,240
9780241318386,book not found,,,,,,,,
9780834821040,book not found,,,,,,,,
9780141974965,Lovers and Strangers,Clair Wills,ePUB,15.99,,141974966,31st August 2017,Penguin Books Ltd,240
9780141369839,book not found,,,,,,,,
9780547859095,book not found,,,,,,,,
9780141919683,book not found,,,,,,,,
9780141339238,book not found,,,,,,,,
9780553897050,book not found,,,,,,,,
9780061135675,book not found,,,,,,,,
9780748116997,The Broken Eye,Brent Weeks,ePUB,12.99,,748116990,26th August 2014,"Little, Brown Book Group",816
9781407034904,book not found,,,,,,,,
9780230764897,book not found,,,,,,,,
9780141908762,A New Earth,Eckhart Tolle,ePUB,4.99,,141908769,2009-01-01,Penguin Books Ltd,336
9780316449038,book not found,,,,,,,,
9781393711339,book not found,,,,,,,,
9780544539211,book not found,,,,,,,,
9780544303249,book not found,,,,,,,,
9781311339607,book not found,,,,,,,,
9781302402228,book not found,,,,,,,,
9781405923552,Unnatural Causes,Dr Richard Shepherd,ePUB,14.99,,1405923555,2018-09-20,Penguin Books Ltd,400
9781101607626,book not found,,,,,,,,
9780297865803,Liquidate Paris,Sven Hassel,ePUB,12.99,,297865803,2010-12-23,Orion,320
9781407017686,book not found,,,,,,,,
9780141906201,book not found,,,,,,,,
9780648046271,The Outback Governess,Sarah Williams,ePUB,5.99,,648046273,2017-11-14,Serenade Publishing,
9780141960616,Charlie and the Chocolate Factory,Roald Dahl,ePUB,9.99,,141960612,2010-06-03,Penguin Random House Children's UK,208
9780748115419,The Path Of Daggers,Robert Jordan,ePUB,12.99,,748115412,2010-05-18,"Little, Brown Book Group",672
9780007461240,The Screwtape Letters: Letters From A Senior To A Junior Devil,C. S. Lewis,Paperback,19.99,18.25,7461240,2012-07-01,HarperCollins Publishers,224
9780241270547,book not found,,,,,,,,
9780786954032,book not found,,,,,,,,
9780297870937,book not found,,,,,,,,
9780141964522,Goodnight Mister Tom,Michelle Magorian,ePUB,9.99,,141964529,2010-06-03,Penguin Random House Children's UK,448
9780141385273,book not found,,,,,,,,
9780141960609,book not found,,,,,,,,
9780141928524,book not found,,,,,,,,
9780141971667,The Diary of a Young Girl,Anne Frank,ePUB,14.99,,141971665,2011-06-12,Penguin Books Ltd,368
9780007444250,book not found,,,,,,,,
9780465029747,book not found,,,,,,,,
9781408808542,book not found,,,,,,,,
9780141975276,Who Dares Wins,Dominic Sandbrook,ePUB,19.99,,014197527X,2019-10-03,Penguin Books Ltd,480
9780748123018,Nothing but Trouble,Roberta Kray,ePUB,12.99,,748123016,2012-04-26,"Little, Brown Book Group",480
9780061751752,book not found,,,,,,,,
9780141907857,Remember Me,Lesley Pearse,ePUB,15.99,,141907851,7th August 2003,Penguin Books Ltd,600
9780307388124,book not found,,,,,,,,
9780375896156,book not found,,,,,,,,
9781101097632,The Prosperity Bible,Napoleon Hill,ePUB,13.7,11.9912%OFF,1101097639,2007-11-08,Penguin Publishing Group,1280
9781846272998,Deep Sea and Foreign Going,Rose George,Paperback,24.99,23.75,1846272998,1st August 2014,Granta,320
9781310976322,book not found,,,,,,,,
9781306021241,book not found,,,,,,,,
9780748113118,book not found,,,,,,,,
9781405920452,Crap CVs,Jenny Crompton,ePUB,14.99,,1405920459,2014-10-09,Penguin Books Ltd,240
9780241982099,book not found,,,,,,,,
9780761169253,Steal Like an Artist,Austin Kleon,Paperback,26.99,22.9515%OFF,761169253,2012-05-01,Workman,160
9780141921150,book not found,,,,,,,,
9780230754799,book not found,,,,,,,,
9780141959740,The Better Angels of Our Nature,Steven Pinker,ePUB,18.99,,141959746,2011-10-06,Penguin Books Ltd,1056
9780297859666,book not found,,,,,,,,
9781405909563,book not found,,,,,,,,
9781281371812,book not found,,,,,,,,
9780748122851,The Hunter,Tom Wood,ePUB,11.99,,748122850,2011-05-12,"Little, Brown Book Group",400
9780141901916,Notes on a Scandal,Zoë Heller,ePUB,15.99,,141901918,2007-01-18,Penguin Books Ltd,256
9781407073361,Cider With Rosie,Laurie Lee Mbe Mbe,ePUB,14.99,,1407073362,19th August 2011,Random House,240
9780748123070,Santaland Diaries,David Sedaris,ePUB,12.99,,748123075,5th August 2010,"Little, Brown Book Group",160
9780141917320,book not found,,,,,,,,
9780755359714,Small Island,Andrea Levy,ePUB,12.99,,755359712,2009-04-30,Headline,422
9780141964034,Waiting for Wednesday,Nicci French,ePUB,15.99,,141964030,2013-06-20,Penguin Books Ltd,384
9780982601617,book not found,,,,,,,,
9780297857136,book not found,,,,,,,,
9780241964262,book not found,,,,,,,,
9780751561418,book not found,,,,,,,,
9780575097766,book not found,,,,,,,,
9781409003076,With the Old Breed,Eugene B Sledge,ePUB,18.99,,1409003078,2010-07-07,Ebury Publishing,352
9780241987063,A Month in Siena,Hisham Matar,ePUB,16.99,,241987067,2019-10-17,Penguin Books Ltd,128
9780994054456,book not found,,,,,,,,
9781328545862,AI Superpowers,Kai-Fu Lee,ePUB,13.99,,1328545865,2018-09-25,HarperCollins,
9780988776241,Dare to Kiss,S.B. Alexander,ePUB,0,,988776243,2014-10-16,S.B. Alexander,
9780748128228,book not found,,,,,,,,
9780755120109,George Passant,C.P. Snow,ePUB,10.99,9.99,755120108,2015-10-01,House of Stratus,338
9780755147533,book not found,,,,,,,,
9780753550663,Elon Musk,Ashlee Vance,ePUB,18.99,,753550660,2015-05-21,Ebury Publishing,400
9780698163010,book not found,,,,,,,,
9780007289431,book not found,,,,,,,,
9780748130818,book not found,,,,,,,,
9780141350196,book not found,,,,,,,,
9781407039084,book not found,,,,,,,,
9781310410901,book not found,,,,,,,,
9780230752771,book not found,,,,,,,,
9780307276797,book not found,,,,,,,,
9780141956527,book not found,,,,,,,,
9780755387250,Roses are Red,James Patterson,ePUB,12.99,,755387252,2011-06-23,Headline,329
9781448135608,book not found,,,,,,,,
9780241968192,Elizabeth is Missing,Emma Healey,ePUB,15.99,,241968194,2014-06-05,Penguin Books Ltd,288
9781405919715,book not found,,,,,,,,
9780141971575,book not found,,,,,,,,
9780241335246,book not found,,,,,,,,
9780463368831,A Spirited Girl on Cornish Shores,Laura Briggs,ePUB,0.99,,463368835,2019-07-26,Laura Briggs,
9780861719969,In the Buddha's Words,Bhikkhu Bodhi,ePUB,9.99,,861719964,10th August 2005,Wisdom Publications,512
9780738717500,book not found,,,,,,,,
9780674729018,Make It Stick,Peter C. Brown,Hardcover,59.95,39.7534%OFF,674729013,2014-04-14,Harvard University Press,336
9780141930268,The Art of Travel,Alain de Botton,ePUB,16.99,,141930268,2003-05-29,Penguin Books Ltd,272
9780141918846,book not found,,,,,,,,
9780544602670,book not found,,,,,,,,
9781370734337,book not found,,,,,,,,
9780748128181,The Bone Bed,Patricia Cornwell,ePUB,11.99,,748128182,2012-10-16,"Little, Brown Book Group",512
9780141929774,book not found,,,,,,,,
9780755147557,book not found,,,,,,,,
9781310537349,book not found,,,,,,,,
9781407059518,A Time To Kill,John Grisham,ePUB,15.99,,1407059513,2010-04-21,Random House,752
9781250249463,book not found,,,,,,,,
9780463469149,Etty Steele Vampire Hunter,Grayson Grave,ePUB,0,,463469143,2018-09-28,Grayson Grave,
9781408895207,Royals,Emma Forrest,ePUB,18.39,15.9913%OFF,140889520X,2019-10-31,Bloomsbury Publishing,336
9780241960387,The Secret Rooms,Catherine Bailey,ePUB,15.99,,024196038X,2012-11-01,Penguin Books Ltd,480
9780982422755,book not found,,,,,,,,
9780463255414,Escaped Killer,RJ Parker,ePUB,0,,463255410,2019-02-19,RJ Parker,
9780141924540,The Mask of Dimitrios,Eric Ambler,ePUB,15.99,,141924543,2009-05-28,Penguin Books Ltd,240
9780385528849,Night Shift,Stephen King,ePUB,16.12,12.9919%OFF,385528841,2008-06-24,Knopf Doubleday Publishing Group,
9780297859116,Butterfly Brain,Barry Cryer,ePUB,13.99,,297859110,2009-12-17,Orion,256
9781407097961,A Noble Radiance,Donna Leon,ePUB,15.99,,1407097962,2010-09-30,Random House,288
9780486113463,Passing,Nella Larsen,ePUB,10.2,,486113469,2012-02-06,Dover Publications,112
9780141917115,An Inspector Calls and Other Plays,J B Priestley,ePUB,15.99,,141917113,2001-03-29,Penguin Books Ltd,304
9780136083252,book not found,,,,,,,,
9780755350780,book not found,,,,,,,,
9781407057026,book not found,,,,,,,,
9780748116089,book not found,,,,,,,,
9780997720112,Becoming his Monster,Amelia Hutchins,ePUB,6.87,,997720115,2019-01-01,Amelia Hutchins,
9781405910262,Reflected in You,Sylvia Day,ePUB,4.99,,1405910267,2012-10-02,Penguin Books Ltd,352
9780007152599,"Men Are From Mars, Women Are From Venus",John Gray,Paperback,24.99,21.7513%OFF,7152590,2012-06-01,HarperCollins Publishers,320
9780241242551,Traction,Gabriel Weinberg,ePUB,18.99,,024124255X,2015-10-06,Penguin Books Ltd,240
9780230768116,book not found,,,,,,,,
9781101042458,book not found,,,,,,,,
9781407040929,book not found,,,,,,,,
9780374706449,Tuck Everlasting,Natalie Babbitt,ePUB,11.21,9.9911%OFF,374706441,2010-09-17,"Farrar, Straus and Giroux (BYR)",
9780307267450,book not found,,,,,,,,
9780465096060,book not found,,,,,,,,
9781407059013,The Client,John Grisham,ePUB,15.99,,1407059017,2010-04-21,Random House,640
9781407097626,The Lost World,Michael Crichton,ePUB,15.99,,1407097628,2008-09-04,Random House,448
9780718186791,Shiang,C. F. Iggulden,ePUB,15.99,,718186796,2018-09-06,Penguin Books Ltd,400
9780575096608,Deadlocked : A True Blood Novel,Charlaine Harris,ePUB,11.99,,575096608,2012-05-01,Orion,352
9780241961018,The Peripheral,William Gibson,ePUB,15.99,,241961017,2014-11-20,Penguin Books Ltd,496
9781407068039,Hard Frost,R D Wingfield,ePUB,15.99,,1407068032,2010-09-30,Transworld,448
9780061984204,book not found,,,,,,,,
9781310521195,book not found,,,,,,,,
9780748122424,book not found,,,,,,,,
9780755378456,If You Were Me,Sheila O'Flanagan,Paperback,26.99,26.95,755378458,2015-05-12,Headline,464
9781405938150,East of Croydon,Sue Perkins,ePUB,14.99,,1405938153,2018-10-18,Penguin Books Ltd,400
9781447274452,book not found,,,,,,,,
9780141966106,Washington,Ron Chernow,ePUB,18.99,,141966106,2010-12-02,Penguin Books Ltd,896
9781101642610,book not found,,,,,,,,
9781281372079,book not found,,,,,,,,
9781306432771,book not found,,,,,,,,
9780283071904,book not found,,,,,,,,
9780230736450,book not found,,,,,,,,
9780749020507,Peace Comes to Honeyfield,Anna Jacobs,ePUB,14.38,12.9910%OFF,749020504,2018-06-21,Allison & Busby,
9780141910277,Faith,Lesley Pearse,ePUB,15.99,,141910275,2008-01-17,Penguin Books Ltd,640
9780698190856,book not found,,,,,,,,
9780748129102,Lover Awakened,J. R. Ward,ePUB,11.99,,748129103,2011-02-10,"Little, Brown Book Group",464
9780141932651,Eating Animals,Jonathan Safran Foer,ePUB,15.99,,141932651,2010-03-04,Penguin Books Ltd,352
9780571288090,The Hollow Crown,Dan Jones,ePUB,16.49,14.99,057128809X,2014-09-02,Faber & Faber,480
9780061974151,book not found,,,,,,,,
9781101626245,book not found,,,,,,,,
9780241985670,The Wych Elm,Tana French,ePUB,15.99,,241985676,2019-02-21,Penguin Books Ltd,480
9780241958230,book not found,,,,,,,,
9780241004234,book not found,,,,,,,,
9781281372017,book not found,,,,,,,,
9780316210942,book not found,,,,,,,,
9780763656331,book not found,,,,,,,,
9780141364063,The Tyrant's Tomb (The Trials of Apollo Book 4),Rick Riordan,ePUB,12.99,,141364068,2019-09-24,Penguin Random House Children's UK,528
9781393152736,book not found,,,,,,,,
9780748133543,The Riverman,Alex Gray,ePUB,12.99,,748133542,2011-10-06,"Little, Brown Book Group",432
9780316310406,book not found,,,,,,,,
9780141920078,Cold Comfort Farm,Stella Gibbons,ePUB,15.99,,141920076,2006-10-26,Penguin Books Ltd,256
9780463866795,book not found,,,,,,,,
9780297865186,Freeze,Justine Pattison,ePUB,19.99,,297865188,2013-03-14,Orion,
9781405915304,book not found,,,,,,,,
9780575097452,Elantris,Brandon Sanderson,ePUB,11.99,,575097450,11th August 2011,Orion,656
9780141959214,Flying Colours,C.S. Forester,ePUB,15.99,,141959215,2006-10-05,Penguin Books Ltd,272
9780241338568,book not found,,,,,,,,
9781405919289,Tom Clancy's Full Force and Effect,Mark Greaney,ePUB,15.99,,1405919280,2014-12-04,Penguin Books Ltd,688
9780446392303,Healing Back Pain,John E. Sarno M.D.,Paperback,35.75,,446392308,1991-02-01,Little Brown,208
9780307422224,book not found,,,,,,,,
9780330466257,book not found,,,,,,,,
9780718196370,Trinity,Conn Iggulden,ePUB,14.99,,718196376,2014-09-25,Penguin Books Ltd,432
9780330514217,book not found,,,,,,,,
9780330514620,book not found,,,,,,,,
9780755377770,The Thread,Victoria Hislop,ePUB,11.99,,075537777X,2011-10-27,Headline,360
9780547370224,Animal Farm,George Orwell,ePUB,4.79,,547370229,2009-07-01,HarperCollins,
9780698185357,Tom Clancy Support and Defend,Mark Greaney,ePUB,,,698185358,22nd July 2014,,1
9780755371549,book not found,,,,,,,,
9780340748275,Lancashire Lass,Anna Jacobs,Paperback,28.5,,340748273,2001-02-01,Hodder & Stoughton,416
9780748126323,Hold Me Tight,Dr Sue Johnson,ePUB,15.99,,748126325,2011-02-03,"Little, Brown Book Group",320
9780141960777,Eva Fraser's Facial Workout,Eva Fraser,ePUB,14.99,,141960779,2000-01-01,Penguin Books Ltd,160
9780241977576,book not found,,,,,,,,
9780241967553,The Circle,Dave Eggers,ePUB,15.99,,241967554,2013-10-10,Penguin Books Ltd,320
9781407005416,Martin Misunderstood,Karin Slaughter,ePUB,15.99,,1407005413,2008-12-26,Random House,176
9780804151412,Texas,James A. Michener,ePUB,27.42,21.9920%OFF,804151415,2014-01-21,Random House Publishing Group,
